id,order_id,product_id,quantity,price_at_time_of_order,discount_amount,discount_reason
8554,1484,152,1,96.88,0,
8555,1485,269,1,9.77,0,
8556,1485,267,1,120.89,0,
8557,1485,283,1,98.43,0,
8558,1485,278,1,9.18,0,
8559,1485,277,1,11.72,0,
8560,1487,238,1,10.48,0,
8561,1487,234,1,31.67,0,
8562,1487,228,2,37.63,0,
8563,1487,245,3,2.58,0,
8564,1487,242,1,175.29,0,
8565,1488,146,1,21.94,0,
8566,1488,137,1,7.05,0,
8567,1488,149,1,31.59,0,
8568,1488,141,1,93.26,0,
8569,1489,166,2,38.36,0,
8570,1489,157,2,6.56,0,
8571,1489,160,2,14.05,0,
8572,1489,172,2,3.46,0,
8573,1489,171,2,5.42,0,
8574,1489,161,2,24.48,0,
8575,1489,174,2,18.98,0,
8576,1489,156,1,2.46,0,
8577,1489,164,1,12.09,0,
8578,1489,153,1,30.47,0,
8579,1490,41,1,20.97,0,
8580,1490,36,2,4.12,0,
8581,1490,45,1,5.49,0,
8582,1491,254,1,1.6,0,
8583,1491,247,3,135.17,0,
8584,1491,246,2,7.13,0,
8585,1491,251,2,1.39,0,
8586,1491,250,2,38.37,0,
8587,1491,255,1,54.47,0,
8588,1492,75,1,37.78,0,
8589,1492,81,1,15.78,0,
8590,1492,83,1,5.55,0,
8591,1493,312,2,32.05,0,
8592,1493,317,2,16.61,0,
8593,1493,311,1,40.83,0,
8594,1493,320,1,42.03,0,
8595,1494,103,7,68.33,0,
8596,1494,100,8,49.45,0,
8597,1494,106,4,10.76,0,
8598,1494,98,9,17.33,0,
8599,1494,102,11,2.68,0,
8600,1494,109,5,18.63,0,
8601,1494,107,8,60.48,0,
8602,1494,104,5,4.27,0,
8603,1494,105,2,49.54,0,
8604,1494,108,2,17.53,0,
8605,1494,101,5,6.44,0,
8606,1494,99,3,41.3,0,
8607,1495,26,1,7.33,0,
8608,1495,14,1,3.31,0,
8609,1495,30,1,6.67,0,
8610,1495,18,1,3.11,0,
8611,1496,139,2,26.63,0,
8612,1496,149,1,31.59,0,
8613,1496,135,2,27.22,0,
8614,1496,148,3,4.03,0,
8615,1496,136,1,7.65,0,
8616,1496,138,1,12.38,0,
8617,1496,137,4,7.05,0,
8618,1496,140,2,40.85,0,
8619,1496,145,1,22.1,0,
8620,1496,151,1,23.2,0,
8621,1496,146,1,21.94,0,
8622,1496,144,1,18.94,0,
8623,1497,81,1,15.78,0,
8624,1497,75,2,37.78,0,
8625,1497,73,1,24.25,0,
8626,1497,85,2,51.42,0,
8627,1497,83,2,5.55,0,
8628,1497,80,1,5.6,0,
8629,1497,74,1,29.09,0,
8630,1498,218,1,27.15,0,
8631,1498,220,1,21.95,0,
8632,1498,224,1,10.75,0,
8633,1498,223,1,15.38,0,
8634,1499,111,1,9.85,0,
8635,1499,125,1,61.84,0,
8636,1499,131,1,17.36,0,
8637,1499,117,2,112.8,0,
8638,1499,110,1,32.84,0,
8639,1500,252,2,33.09,0,
8640,1500,248,3,52.51,0,
8641,1500,251,1,1.39,0,
8642,1500,254,2,1.6,0,
8643,1500,246,1,7.13,0,
8644,1500,249,1,7.81,0,
8645,1501,272,1,43.6,0,
8646,1501,286,1,14.75,0,
8647,1501,277,1,11.72,0,
8648,1501,287,1,29.54,0,
8649,1502,307,1,152.11,0,
8650,1502,315,1,58.5,0,
8651,1502,314,1,6.71,0,
8652,1502,312,2,32.05,0,
8653,1502,311,1,40.83,0,
8654,1503,105,1,49.54,0,
8655,1503,98,1,17.33,0,
8656,1503,107,1,60.48,0,
8657,1504,165,1,50.52,0,
8658,1504,172,1,3.46,0,
8659,1504,161,1,24.48,0,
8660,1505,141,3,93.26,0,
8661,1505,151,2,23.2,0,
8662,1505,137,2,7.05,0,
8663,1505,146,4,21.94,0,
8664,1505,138,3,12.38,0,
8665,1505,140,1,40.85,0,
8666,1505,135,2,27.22,0,
8667,1505,145,3,22.1,0,
8668,1505,144,3,18.94,0,
8669,1505,148,2,4.03,0,
8670,1505,139,1,26.63,0,
8671,1506,86,1,15.46,0,
8672,1506,74,1,29.09,0,
8673,1506,84,1,6.36,0,
8674,1506,72,1,32.45,0,
8675,1507,62,4,30.29,0,
8676,1507,66,4,5.95,0,
8677,1507,60,3,28.79,0,
8678,1507,69,4,2.34,0,
8679,1507,58,2,12.34,0,
8680,1507,68,4,33.16,0,
8681,1507,64,2,24.36,0,
8682,1507,70,4,51.76,0,
8683,1507,61,2,27.15,0,
8684,1507,65,6,32.75,0,
8685,1507,63,3,49.28,0,
8686,1507,67,1,39.01,0,
8687,1507,59,1,29.86,0,
8688,1507,71,1,31.17,0,
8689,1508,6,1,57.85,0,
8690,1508,11,2,54.75,0,
8691,1510,294,2,173.39,0,
8692,1510,306,3,27.28,0,
8693,1510,298,2,48.81,0,
8694,1510,293,1,2.68,0,
8695,1510,301,1,16.2,0,
8696,1510,295,1,37.92,0,
8697,1511,56,1,69.26,0,
8698,1513,239,1,5.76,0,
8699,1513,233,1,38.41,0,
8700,1513,240,1,592.81,0,
8701,1513,234,1,31.67,0,
8702,1514,145,2,22.1,0,
8703,1514,144,1,18.94,0,
8704,1514,149,3,31.59,0,
8705,1514,137,2,7.05,0,
8706,1514,139,1,26.63,0,
8707,1514,146,1,21.94,0,
8708,1514,138,2,12.38,0,
8709,1514,148,1,4.03,0,
8710,1515,80,1,5.6,0,
8711,1515,72,1,32.45,0,
8712,1515,85,2,51.42,0,
8713,1515,84,1,6.36,0,
8714,1515,79,3,20.73,0,
8715,1515,76,1,22.05,0,
8716,1516,71,4,31.17,0,
8717,1516,63,3,49.28,0,
8718,1516,62,3,30.29,0,
8719,1516,67,2,39.01,0,
8720,1516,59,2,29.86,0,
8721,1516,61,5,27.15,0,
8722,1516,58,2,12.34,0,
8723,1516,68,2,33.16,0,
8724,1516,70,1,51.76,0,
8725,1516,69,2,2.34,0,
8726,1516,60,1,28.79,0,
8727,1516,66,1,5.95,0,
8728,1517,171,1,5.42,0,
8729,1517,167,1,4.71,0,
8730,1517,156,2,2.46,0,
8731,1517,158,2,159.71,0,
8732,1517,166,1,38.36,0,
8733,1517,154,2,41.46,0,
8734,1517,165,1,50.52,0,
8735,1517,161,1,24.48,0,
8736,1517,175,1,27.08,0,
8737,1517,174,1,18.98,0,
8738,1517,153,2,30.47,0,
8739,1517,155,1,63.13,0,
8740,1518,140,1,40.85,0,
8741,1518,136,1,7.65,0,
8742,1518,151,2,23.2,0,
8743,1518,149,1,31.59,0,
8744,1518,148,1,4.03,0,
8745,1519,264,1,22.57,0,
8746,1519,265,2,58.55,0,
8747,1519,256,2,37.21,0,
8748,1520,187,1,6.2,0,
8749,1521,230,1,76.34,0,
8750,1521,241,1,44.22,0,
8751,1521,239,1,5.76,0,
8752,1521,242,1,175.29,0,
8753,1522,112,1,25.39,0,
8754,1523,156,1,2.46,0,
8755,1523,153,1,30.47,0,
8756,1523,167,1,4.71,0,
8757,1523,160,1,14.05,0,
8758,1523,161,1,24.48,0,
8759,1523,172,1,3.46,0,
8760,1524,102,3,2.68,0,
8761,1524,100,3,49.45,0,
8762,1524,107,3,60.48,0,
8763,1524,105,2,49.54,0,
8764,1524,103,2,68.33,0,
8765,1524,99,2,41.3,0,
8766,1524,101,4,6.44,0,
8767,1524,104,4,4.27,0,
8768,1524,106,5,10.76,0,
8769,1524,108,1,17.53,0,
8770,1524,98,2,17.33,0,
8771,1525,210,1,29.52,0,
8772,1525,206,1,3.96,0,
8773,1526,254,3,1.6,0,
8774,1526,250,1,38.37,0,
8775,1526,255,1,54.47,0,
8776,1527,166,1,38.36,0,
8777,1527,169,1,21.3,0,
8778,1528,93,2,73.48,0,
8779,1528,95,2,36.65,0,
8780,1528,96,2,42.14,0,
8781,1529,3,1,6.15,0,
8782,1529,9,1,24.51,0,
8783,1529,12,2,23.1,0,
8784,1529,8,1,118.57,0,
8785,1529,6,1,57.85,0,
8786,1529,2,1,19.25,0,
8787,1530,80,1,5.6,0,
8788,1530,72,1,32.45,0,
8789,1530,76,1,22.05,0,
8790,1531,303,1,634.22,0,
8791,1531,296,2,38.35,0,
8792,1531,293,1,2.68,0,
8793,1531,305,1,2.57,0,
8794,1531,301,1,16.2,0,
8795,1531,292,2,1.34,0,
8796,1531,297,1,4.87,0,
8797,1531,289,1,4.61,0,
8798,1531,304,1,9.66,0,
8799,1531,294,1,173.39,0,
8800,1531,291,1,26.06,0,
8801,1531,306,1,27.28,0,
8802,1532,288,1,5.84,0,
8803,1532,273,1,40.72,0,
8804,1534,275,1,79.25,0,
8805,1534,282,2,34.25,0,
8806,1535,146,2,21.94,0,
8807,1535,137,1,7.05,0,
8808,1535,148,1,4.03,0,
8809,1535,142,1,76.4,0,
8810,1535,145,1,22.1,0,
8811,1535,139,2,26.63,0,
8812,1535,141,2,93.26,0,
8813,1535,140,2,40.85,0,
8814,1535,144,1,18.94,0,
8815,1535,147,3,77.04,0,
8816,1535,135,2,27.22,0,
8817,1535,143,1,78.49,0,
8818,1536,257,2,3.92,0,
8819,1536,261,1,141.95,0,
8820,1536,259,1,2.59,0,
8821,1536,258,1,37.73,0,
8822,1536,266,1,57.77,0,
8823,1536,264,3,22.57,0,
8824,1537,92,1,11.98,0,
8825,1537,90,1,20.37,0,
8826,1538,158,1,159.71,0,
8827,1538,174,1,18.98,0,
8828,1538,168,1,9.78,0,
8829,1538,154,1,41.46,0,
8830,1539,198,1,2.77,0,
8831,1540,284,2,28.14,0,
8832,1540,279,1,96.53,0,
8833,1540,275,1,79.25,0,
8834,1540,277,1,11.72,0,
8835,1540,280,1,64.26,0,
8836,1540,288,2,5.84,0,
8837,1540,271,1,22.66,0,
8838,1542,305,1,2.57,0,
8839,1542,295,1,37.92,0,
8840,1542,306,2,27.28,0,
8841,1542,292,1,1.34,0,
8842,1542,294,1,173.39,0,
8843,1542,304,1,9.66,0,
8844,1544,1,8,8.15,0,
8845,1544,2,5,19.25,0,
8846,1544,9,2,24.51,0,
8847,1544,10,4,22.26,0,
8848,1544,4,3,34.85,0,
8849,1544,8,2,118.57,0,
8850,1544,7,5,8.55,0,
8851,1544,6,2,57.85,0,
8852,1544,11,3,54.75,0,
8853,1544,3,1,6.15,0,
8854,1545,46,2,94.42,0,
8855,1546,186,1,32.85,0,
8856,1546,188,1,40.18,0,
8857,1546,180,1,208.66,0,
8858,1546,176,1,25.65,0,
8859,1546,190,1,29.17,0,
8860,1546,193,1,4.61,0,
8861,1546,185,1,38.01,0,
8862,1546,177,1,23.44,0,
8863,1546,191,1,4.05,0,
8864,1547,293,1,2.68,0,
8865,1547,297,2,4.87,0,
8866,1547,306,1,27.28,0,
8867,1548,138,1,12.38,0,
8868,1548,145,3,22.1,0,
8869,1548,141,3,93.26,0,
8870,1548,151,7,23.2,0,
8871,1548,135,6,27.22,0,
8872,1548,148,7,4.03,0,
8873,1548,142,2,76.4,0,
8874,1548,140,1,40.85,0,
8875,1548,144,2,18.94,0,
8876,1548,150,1,62.67,0,
8877,1548,136,3,7.65,0,
8878,1548,149,1,31.59,0,
8879,1548,147,2,77.04,0,
8880,1548,143,3,78.49,0,
8881,1548,139,3,26.63,0,
8882,1548,146,1,21.94,0,
8883,1549,249,1,7.81,0,
8884,1549,248,1,52.51,0,
8885,1552,164,1,12.09,0,
8886,1552,173,1,19.35,0,
8887,1552,169,1,21.3,0,
8888,1552,167,1,4.71,0,
8889,1553,96,3,42.14,0,
8890,1553,93,1,73.48,0,
8891,1553,95,3,36.65,0,
8892,1553,92,3,11.98,0,
8893,1553,88,3,8.07,0,
8894,1553,87,3,24.38,0,
8895,1553,94,2,39.95,0,
8896,1553,89,6,87.26,0,
8897,1553,97,1,13.45,0,
8898,1553,90,2,20.37,0,
8899,1554,227,2,36.62,0,
8900,1554,230,1,76.34,0,
8901,1555,206,1,3.96,0,
8902,1555,203,1,43.33,0,
8903,1555,202,1,34.33,0,
8904,1556,115,1,41.22,0,
8905,1556,118,1,19.92,0,
8906,1557,7,2,8.55,0,
8907,1557,12,1,23.1,0,
8908,1557,11,3,54.75,0,
8909,1557,4,1,34.85,0,
8910,1557,9,1,24.51,0,
8911,1557,2,1,19.25,0,
8912,1558,9,1,24.51,0,
8913,1558,10,2,22.26,0,
8914,1558,6,5,57.85,0,
8915,1558,12,4,23.1,0,
8916,1558,7,3,8.55,0,
8917,1558,1,2,8.15,0,
8918,1558,8,1,118.57,0,
8919,1558,4,2,34.85,0,
8920,1558,11,1,54.75,0,
8921,1558,2,1,19.25,0,
8922,1559,102,6,2.68,0,
8923,1559,107,5,60.48,0,
8924,1559,98,2,17.33,0,
8925,1559,105,5,49.54,0,
8926,1559,108,4,17.53,0,
8927,1559,103,4,68.33,0,
8928,1559,104,4,4.27,0,
8929,1559,101,3,6.44,0,
8930,1559,99,2,41.3,0,
8931,1559,100,2,49.45,0,
8932,1559,106,1,10.76,0,
8933,1559,109,3,18.63,0,
8934,1560,144,1,18.94,0,
8935,1560,145,1,22.1,0,
8936,1560,135,2,27.22,0,
8937,1560,139,1,26.63,0,
8938,1560,151,1,23.2,0,
8939,1560,146,1,21.94,0,
8940,1560,136,2,7.65,0,
8941,1560,148,3,4.03,0,
8942,1560,140,1,40.85,0,
8943,1560,137,4,7.05,0,
8944,1560,143,2,78.49,0,
8945,1561,306,1,27.28,0,
8946,1561,297,1,4.87,0,
8947,1561,294,1,173.39,0,
8948,1561,300,1,21.03,0,
8949,1561,290,1,42.19,0,
8950,1561,305,1,2.57,0,
8951,1561,292,1,1.34,0,
8952,1562,192,2,3.4,0,
8953,1562,180,1,208.66,0,
8954,1562,198,1,2.77,0,
8955,1562,188,2,40.18,0,
8956,1562,191,2,4.05,0,
8957,1562,181,1,1.13,0,
8958,1562,194,2,11.78,0,
8959,1562,187,1,6.2,0,
8960,1562,193,1,4.61,0,
8961,1563,85,1,51.42,0,
8962,1563,73,1,24.25,0,
8963,1563,78,2,45.84,0,
8964,1563,81,1,15.78,0,
8965,1564,33,1,15.31,0,
8966,1564,30,1,6.67,0,
8967,1564,23,1,19.91,0,
8968,1565,265,2,58.55,0,
8969,1565,264,2,22.57,0,
8970,1565,263,2,36.7,0,
8971,1565,259,1,2.59,0,
8972,1565,258,1,37.73,0,
8973,1565,262,1,23.48,0,
8974,1566,52,3,8.07,0,
8975,1566,49,2,26.91,0,
8976,1566,46,1,94.42,0,
8977,1566,56,2,69.26,0,
8978,1566,55,2,16.76,0,
8979,1567,20,2,43.04,0,
8980,1567,23,1,19.91,0,
8981,1567,31,1,173.71,0,
8982,1567,14,1,3.31,0,
8983,1568,107,2,60.48,0,
8984,1568,103,1,68.33,0,
8985,1568,109,1,18.63,0,
8986,1568,106,1,10.76,0,
8987,1569,2,1,19.25,0,
8988,1569,12,1,23.1,0,
8989,1569,10,1,22.26,0,
8990,1570,188,1,40.18,0,
8991,1570,195,1,20.21,0,
8992,1570,178,2,19.58,0,
8993,1570,176,1,25.65,0,
8994,1570,189,1,7.75,0,
8995,1570,182,2,7.3,0,
8996,1570,190,1,29.17,0,
8997,1570,181,1,1.13,0,
8998,1571,119,2,23.33,0,
8999,1571,125,2,61.84,0,
9000,1571,110,1,32.84,0,
9001,1571,121,1,152.09,0,
9002,1571,133,1,10.13,0,
9003,1571,111,1,9.85,0,
9004,1572,65,1,32.75,0,
9005,1572,59,1,29.86,0,
9006,1572,62,1,30.29,0,
9007,1572,61,1,27.15,0,
9008,1572,70,1,51.76,0,
9009,1573,235,1,32.63,0,
9010,1573,228,2,37.63,0,
9011,1573,236,3,24.84,0,
9012,1573,234,1,31.67,0,
9013,1574,225,1,44.89,0,
9014,1574,215,1,38.3,0,
9015,1574,216,1,4.37,0,
9016,1574,224,1,10.75,0,
9017,1575,246,1,7.13,0,
9018,1575,255,1,54.47,0,
9019,1575,247,2,135.17,0,
9020,1575,251,1,1.39,0,
9021,1575,252,1,33.09,0,
9022,1576,51,1,26.67,0,
9023,1576,47,1,6.65,0,
9024,1576,52,1,8.07,0,
9025,1578,87,2,24.38,0,
9026,1578,90,2,20.37,0,
9027,1578,94,1,39.95,0,
9028,1578,93,3,73.48,0,
9029,1578,88,1,8.07,0,
9030,1578,92,1,11.98,0,
9031,1578,97,1,13.45,0,
9032,1579,76,2,22.05,0,
9033,1579,81,1,15.78,0,
9034,1579,77,2,31.64,0,
9035,1579,80,3,5.6,0,
9036,1579,75,2,37.78,0,
9037,1579,74,4,29.09,0,
9038,1579,85,2,51.42,0,
9039,1579,83,1,5.55,0,
9040,1579,79,5,20.73,0,
9041,1579,86,1,15.46,0,
9042,1579,84,1,6.36,0,
9043,1579,72,1,32.45,0,
9044,1580,191,1,4.05,0,
9045,1580,178,1,19.58,0,
9046,1580,192,1,3.4,0,
9047,1580,188,1,40.18,0,
9048,1580,176,1,25.65,0,
9049,1580,181,1,1.13,0,
9050,1582,259,1,2.59,0,
9051,1582,260,1,5.37,0,
9052,1582,256,2,37.21,0,
9053,1582,265,1,58.55,0,
9054,1582,261,1,141.95,0,
9055,1582,264,1,22.57,0,
9056,1582,266,1,57.77,0,
9057,1582,263,1,36.7,0,
9058,1583,249,2,7.81,0,
9059,1583,255,2,54.47,0,
9060,1583,248,2,52.51,0,
9061,1583,252,1,33.09,0,
9062,1584,152,1,96.88,0,
9063,1584,154,1,41.46,0,
9064,1584,166,1,38.36,0,
9065,1585,71,6,31.17,0,
9066,1585,62,6,30.29,0,
9067,1585,64,8,24.36,0,
9068,1585,67,7,39.01,0,
9069,1585,66,7,5.95,0,
9070,1585,61,7,27.15,0,
9071,1585,63,6,49.28,0,
9072,1585,60,3,28.79,0,
9073,1585,65,2,32.75,0,
9074,1585,58,4,12.34,0,
9075,1585,70,3,51.76,0,
9076,1585,59,2,29.86,0,
9077,1585,68,6,33.16,0,
9078,1585,69,4,2.34,0,
9079,1586,136,3,7.65,0,
9080,1586,144,1,18.94,0,
9081,1586,142,1,76.4,0,
9082,1586,147,1,77.04,0,
9083,1586,135,1,27.22,0,
9084,1586,145,2,22.1,0,
9085,1587,94,1,39.95,0,
9086,1587,89,2,87.26,0,
9087,1587,87,1,24.38,0,
9088,1588,246,2,7.13,0,
9089,1588,248,2,52.51,0,
9090,1588,255,2,54.47,0,
9091,1588,250,1,38.37,0,
9092,1589,266,2,57.77,0,
9093,1589,257,3,3.92,0,
9094,1589,259,4,2.59,0,
9095,1589,258,2,37.73,0,
9096,1589,265,3,58.55,0,
9097,1589,264,3,22.57,0,
9098,1589,262,2,23.48,0,
9099,1590,103,3,68.33,0,
9100,1590,101,1,6.44,0,
9101,1590,98,1,17.33,0,
9102,1590,102,1,2.68,0,
9103,1590,106,2,10.76,0,
9104,1590,100,1,49.45,0,
9105,1590,105,1,49.54,0,
9106,1590,107,1,60.48,0,
9107,1592,17,1,8.66,0,
9108,1592,34,1,21.44,0,
9109,1592,25,1,15.69,0,
9110,1592,23,1,19.91,0,
9111,1593,297,2,4.87,0,
9112,1593,295,2,37.92,0,
9113,1593,306,1,27.28,0,
9114,1593,305,1,2.57,0,
9115,1593,301,1,16.2,0,
9116,1593,300,1,21.03,0,
9117,1593,291,1,26.06,0,
9118,1594,274,1,83.33,0,
9119,1594,272,2,43.6,0,
9120,1594,282,1,34.25,0,
9121,1594,276,1,22.94,0,
9122,1594,288,1,5.84,0,
9123,1595,107,1,60.48,0,
9124,1595,99,1,41.3,0,
9125,1595,98,1,17.33,0,
9126,1595,108,1,17.53,0,
9127,1595,104,1,4.27,0,
9128,1595,102,1,2.68,0,
9129,1596,206,1,3.96,0,
9130,1596,211,2,33.57,0,
9131,1597,319,2,7.16,0,
9132,1597,318,2,2.84,0,
9133,1597,311,3,40.83,0,
9134,1597,308,1,240.76,0,
9135,1597,310,1,67.59,0,
9136,1597,314,1,6.71,0,
9137,1598,248,1,52.51,0,
9138,1598,255,1,54.47,0,
9139,1598,250,1,38.37,0,
9140,1599,2,2,19.25,0,
9141,1599,9,3,24.51,0,
9142,1599,3,2,6.15,0,
9143,1599,10,4,22.26,0,
9144,1599,1,1,8.15,0,
9145,1599,6,1,57.85,0,
9146,1600,60,1,28.79,0,
9147,1600,61,2,27.15,0,
9148,1600,64,1,24.36,0,
9149,1600,62,1,30.29,0,
9150,1600,68,1,33.16,0,
9151,1600,69,1,2.34,0,
9152,1601,47,1,6.65,0,
9153,1601,46,1,94.42,0,
9154,1601,56,1,69.26,0,
9155,1602,264,1,22.57,0,
9156,1602,256,2,37.21,0,
9157,1602,259,1,2.59,0,
9158,1602,266,1,57.77,0,
9159,1602,260,1,5.37,0,
9160,1603,168,1,9.78,0,
9161,1603,174,1,18.98,0,
9162,1603,154,1,41.46,0,
9163,1603,156,1,2.46,0,
9164,1603,169,1,21.3,0,
9165,1604,241,1,44.22,0,
9166,1604,228,1,37.63,0,
9167,1604,231,1,21.9,0,
9168,1604,242,1,175.29,0,
9169,1605,248,3,52.51,0,
9170,1605,255,1,54.47,0,
9171,1606,8,2,118.57,0,
9172,1606,7,3,8.55,0,
9173,1606,2,1,19.25,0,
9174,1606,1,1,8.15,0,
9175,1606,3,1,6.15,0,
9176,1606,6,1,57.85,0,
9177,1607,295,1,37.92,0,
9178,1607,289,1,4.61,0,
9179,1607,306,1,27.28,0,
9180,1609,37,2,81.08,0,
9181,1609,43,4,3.11,0,
9182,1609,42,4,31.03,0,
9183,1609,39,1,13.28,0,
9184,1609,41,3,20.97,0,
9185,1609,40,1,41.83,0,
9186,1609,36,1,4.12,0,
9187,1609,44,1,56.79,0,
9188,1610,133,2,10.13,0,
9189,1610,121,1,152.09,0,
9190,1610,115,1,41.22,0,
9191,1610,125,1,61.84,0,
9192,1610,122,1,8.08,0,
9193,1610,112,1,25.39,0,
9194,1611,224,1,10.75,0,
9195,1612,202,3,34.33,0,
9196,1612,213,2,8.01,0,
9197,1612,206,1,3.96,0,
9198,1612,209,1,41.42,0,
9199,1612,207,1,16.95,0,
9200,1612,208,2,45.43,0,
9201,1612,210,2,29.52,0,
9202,1612,204,2,6.98,0,
9203,1612,205,1,97.65,0,
9204,1614,85,3,51.42,0,
9205,1614,74,1,29.09,0,
9206,1614,76,1,22.05,0,
9207,1614,83,2,5.55,0,
9208,1614,77,2,31.64,0,
9209,1614,81,2,15.78,0,
9210,1614,73,2,24.25,0,
9211,1614,72,2,32.45,0,
9212,1615,263,1,36.7,0,
9213,1615,264,1,22.57,0,
9214,1615,257,1,3.92,0,
9215,1616,40,3,41.83,0,
9216,1616,42,1,31.03,0,
9217,1616,41,1,20.97,0,
9218,1616,39,1,13.28,0,
9219,1616,44,1,56.79,0,
9220,1616,45,1,5.49,0,
9221,1617,288,1,5.84,0,
9222,1617,279,1,96.53,0,
9223,1617,271,1,22.66,0,
9224,1617,269,1,9.77,0,
9225,1617,277,1,11.72,0,
9226,1618,3,2,6.15,0,
9227,1618,7,1,8.55,0,
9228,1618,9,2,24.51,0,
9229,1618,4,1,34.85,0,
9230,1618,10,2,22.26,0,
9231,1619,88,3,8.07,0,
9232,1619,95,2,36.65,0,
9233,1619,96,3,42.14,0,
9234,1619,87,2,24.38,0,
9235,1619,90,3,20.37,0,
9236,1619,97,1,13.45,0,
9237,1620,230,2,76.34,0,
9238,1620,228,1,37.63,0,
9239,1620,229,3,5.2,0,
9240,1620,227,2,36.62,0,
9241,1620,233,1,38.41,0,
9242,1620,243,1,68.63,0,
9243,1620,242,1,175.29,0,
9244,1620,235,1,32.63,0,
9245,1620,231,1,21.9,0,
9246,1620,234,1,31.67,0,
9247,1621,68,3,33.16,0,
9248,1621,59,2,29.86,0,
9249,1621,65,3,32.75,0,
9250,1621,67,1,39.01,0,
9251,1621,63,1,49.28,0,
9252,1621,60,1,28.79,0,
9253,1621,69,1,2.34,0,
9254,1621,70,1,51.76,0,
9255,1622,166,1,38.36,0,
9256,1622,154,2,41.46,0,
9257,1622,175,2,27.08,0,
9258,1622,152,3,96.88,0,
9259,1622,172,1,3.46,0,
9260,1622,153,1,30.47,0,
9261,1622,171,2,5.42,0,
9262,1622,161,2,24.48,0,
9263,1622,157,2,6.56,0,
9264,1622,156,1,2.46,0,
9265,1622,165,1,50.52,0,
9266,1622,173,1,19.35,0,
9267,1622,174,2,18.98,0,
9268,1622,155,1,63.13,0,
9269,1623,258,1,37.73,0,
9270,1623,266,1,57.77,0,
9271,1624,308,1,240.76,0,
9272,1624,319,1,7.16,0,
9273,1624,311,1,40.83,0,
9274,1624,315,1,58.5,0,
9275,1625,206,3,3.96,0,
9276,1625,205,1,97.65,0,
9277,1625,210,2,29.52,0,
9278,1625,202,1,34.33,0,
9279,1625,203,1,43.33,0,
9280,1626,37,1,81.08,0,
9281,1626,45,1,5.49,0,
9282,1626,40,1,41.83,0,
9283,1626,41,2,20.97,0,
9284,1626,44,1,56.79,0,
9285,1626,42,3,31.03,0,
9286,1627,2,1,19.25,0,
9287,1627,6,2,57.85,0,
9288,1627,3,1,6.15,0,
9289,1628,242,1,175.29,0,
9290,1628,228,2,37.63,0,
9291,1629,119,1,23.33,0,
9292,1629,111,2,9.85,0,
9293,1629,122,2,8.08,0,
9294,1629,133,1,10.13,0,
9295,1629,114,3,28.48,0,
9296,1629,134,1,94.41,0,
9297,1629,120,1,27.64,0,
9298,1629,129,1,4.89,0,
9299,1629,110,2,32.84,0,
9300,1629,125,1,61.84,0,
9301,1629,123,1,5.72,0,
9302,1630,139,1,26.63,0,
9303,1630,136,1,7.65,0,
9304,1630,151,1,23.2,0,
9305,1630,144,1,18.94,0,
9306,1630,148,1,4.03,0,
9307,1630,135,1,27.22,0,
9308,1631,309,2,46.37,0,
9309,1631,307,1,152.11,0,
9310,1631,315,1,58.5,0,
9311,1631,317,1,16.61,0,
9312,1632,61,3,27.15,0,
9313,1632,65,2,32.75,0,
9314,1632,68,3,33.16,0,
9315,1632,58,1,12.34,0,
9316,1632,69,2,2.34,0,
9317,1632,64,3,24.36,0,
9318,1632,59,2,29.86,0,
9319,1632,66,1,5.95,0,
9320,1632,63,3,49.28,0,
9321,1632,70,2,51.76,0,
9322,1632,62,1,30.29,0,
9323,1632,71,1,31.17,0,
9324,1632,60,1,28.79,0,
9325,1633,109,2,18.63,0,
9326,1633,107,5,60.48,0,
9327,1633,103,4,68.33,0,
9328,1633,98,2,17.33,0,
9329,1633,102,2,2.68,0,
9330,1633,101,2,6.44,0,
9331,1633,99,3,41.3,0,
9332,1633,108,1,17.53,0,
9333,1633,100,2,49.45,0,
9334,1633,106,1,10.76,0,
9335,1634,83,2,5.55,0,
9336,1634,76,1,22.05,0,
9337,1634,85,1,51.42,0,
9338,1634,79,1,20.73,0,
9339,1635,64,2,24.36,0,
9340,1635,66,1,5.95,0,
9341,1635,61,1,27.15,0,
9342,1635,67,2,39.01,0,
9343,1635,69,4,2.34,0,
9344,1635,62,3,30.29,0,
9345,1635,65,3,32.75,0,
9346,1635,68,3,33.16,0,
9347,1635,70,1,51.76,0,
9348,1635,58,1,12.34,0,
9349,1635,63,1,49.28,0,
9350,1635,60,1,28.79,0,
9351,1635,59,1,29.86,0,
9352,1636,40,1,41.83,0,
9353,1636,39,2,13.28,0,
9354,1636,42,1,31.03,0,
9355,1636,44,1,56.79,0,
9356,1637,216,3,4.37,0,
9357,1637,226,1,43.07,0,
9358,1637,219,2,37.09,0,
9359,1637,223,1,15.38,0,
9360,1637,224,1,10.75,0,
9361,1637,215,2,38.3,0,
9362,1637,225,1,44.89,0,
9363,1637,220,1,21.95,0,
9364,1637,222,1,38.32,0,
9365,1637,217,1,48.11,0,
9366,1637,218,2,27.15,0,
9367,1638,2,1,19.25,0,
9368,1638,12,2,23.1,0,
9369,1638,6,1,57.85,0,
9370,1638,8,1,118.57,0,
9371,1639,135,1,27.22,0,
9372,1639,150,1,62.67,0,
9373,1639,139,1,26.63,0,
9374,1639,142,1,76.4,0,
